ToLID,Species,NCBI Species,Common name,Assembly version,Pipeline version,Curated,Required purging? (HiC asm only),Total bp,Genome size¹,Heterozygosity¹,Sequencing depth,Repeat content¹,Sex (metadata),Heterogametic,Mitogenome?,Assembler,Instance,Bionano,Draft assembly folder,,Curated assembly folder,Notes,% assigned to chr,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Scaffold NG50,Scaffold auNG,Scaffold LG50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Contig NG50,Contig auNG,Contig LG50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content %
mRhiCys1,Rhinopoma cystops,Rhinopoma hardwickii,Big-eyed (Egyptian) Mouse-tailed Bat,hap1,HiC,,,,"2,918,728,832",0.736,41,39,,,,Linelle Abueg,RU,,,,,,,552,"3,181,992,829","5,764,479.76","125,814,767","113,548,865.94",10,"127,727,149","123,790,765.76",9,"229,952,372","14,338",640,"3,181,975,229","4,971,836.30","31,800,350","37,846,966.53",31,"33,908,390","41,260,465.40",27,"125,649,552","14,338",88,"17,600",200,200,200,44,200,200,"904,259,639:687,407,652:687,148,113:903,159,825",43.2
mRhiCys1,Rhinopoma cystops,Rhinopoma hardwickii,Big-eyed (Egyptian) Mouse-tailed Bat,hap2,HiC,,,,"2,918,728,832",0.736,41,39,,,,Linelle Abueg,RU,,,,,,,488,"2,872,947,513","5,887,187.53","145,436,762","127,652,739.22",8,"145,436,762","125,650,459.76",8,"257,517,791","13,169",577,"2,872,929,713","4,979,080.96","32,762,973","40,963,705.35",25,"31,423,488","40,320,924.97",26,"126,988,024","13,169",89,"17,800",200,200,200,45,200,200,"817,616,225:618,117,636:618,271,041:818,924,811",43.04
mStuPar1,Sturnira parvidens,Sturnira parvidens,Northern Yellow-shouldered Bat,hap1,HiC,,,,"2,183,044,018",1.02,42,22.1,,,,Linelle Abueg,RU,,,,,,,"1,021","2,203,641,383","2,158,316.73","156,561,752","152,306,759.41",6,"156,561,752","153,743,797.73",6,"245,869,821","2,984","1,098","2,203,625,983","2,006,945.34","48,479,881","50,634,853.65",15,"48,479,881","51,112,244.30",15,"113,157,755","2,984",77,"15,400",200,200,200,39,200,200,"629,741,322:471,702,058:472,112,888:630,069,715",42.83
mStuPar1,Sturnira parvidens,Sturnira parvidens,Northern Yellow-shouldered Bat,hap2,HiC,,,,"2,183,044,018",1.02,42,22.1,,,,Linelle Abueg,RU,,,,,,,750,"2,298,769,870","3,065,026.49","154,503,673","150,483,238.61",6,"154,503,673","158,460,540.42",6,"243,744,889","2,984",821,"2,298,755,670","2,799,946.00","50,527,669","53,874,242.96",15,"59,931,394","56,729,832.49",13,"111,198,186","2,984",71,"14,200",200,200,200,36,200,200,"659,516,136:490,637,270:489,670,722:658,931,542",42.65
rAnoSag1,Anolis sagrei,Anolis sagrei,brown anole,mat,trio,,,,"1,679,264,620",1.92,37,35.9,,,,Linelle Abueg,RU,,,,,,,52,"1,812,860,576","34,862,703.38","274,775,750","229,027,510.69",3,"274,775,750","247,248,075.14",3,"344,994,807","11,046",231,"1,812,824,776","7,847,726.30","39,696,969","42,358,551.02",15,"40,158,202","45,727,534.45",14,"107,128,921","11,046",179,"35,800",200,200,200,90,200,200,"533,674,160:372,924,842:372,824,515:533,401,259",41.14
rAnoSag1,Anolis sagrei,Anolis sagrei,brown anole,pat,trio,,,,"1,679,264,620",1.92,37,35.9,,,,Linelle Abueg,RU,,,,,,,36,"1,865,251,044","51,812,529.00","248,833,229","229,155,889.50",4,"274,751,559","254,535,977.85",3,"344,843,967","15,578",202,"1,865,217,844","9,233,751.70","47,304,638","48,633,662.47",13,"48,892,520","54,019,106.92",12,"130,602,597","15,578",166,"33,200",200,200,200,83,200,200,"548,330,584:384,241,154:384,200,908:548,445,198",41.2
rCycPin1,Cyclura pinguis,Cyclura pinguis,stout iguana,hap1,HiC,,,,"1,956,470,380",0.227,28,20.4,,,,Linelle Abueg,RU,,,,,,,35,"1,957,124,752","55,917,850","291,690,877.00","259,392,876",3,"291,690,877","259,479,634",3,"392,463,435","14,011",55,"1,936,909,862","35,216,543","123,360,854.00","123,794,460",6,"123,360,854","122,556,780",6,"209,561,927","14,011",20,"20,214,890","1,010,745","17,735,788","15,660,834.03",1,"17,735,788",13,"566,293,732:402,341,367:402,211,340:566,063,423",41.54
rCycPin1,Cyclura pinguis,Cyclura pinguis,stout iguana,hap2,HiC,,,,"1,956,470,380",0.227,28,20.4,,,,Linelle Abueg,RU,,,,,,,30,"1,978,438,167","65,947,939","291,724,653.00","260,754,484",3,"291,724,653","263,682,307",3,"392,530,567","32,992",56,"1,978,185,085","35,324,734","112,814,430.00","111,346,370",7,"112,814,430","112,582,194",7,"196,623,253","32,992",26,"253,082","9,734","62,820","69,915.76",2,"111,676",13,"577,719,887:411,788,084:411,411,251:577,265,863",41.61
rLiaOli2,Liasis olivaceus,Liasis olivaceus,olive python,hap1,HiC,,,,"1,427,630,654",0.267,43,17.1,,,,Linelle Abueg,RU,,,,,,,52,"1,486,263,444","28,581,989.31","203,783,801","191,638,349.52",3,"203,783,801","199,508,936.41",3,"332,011,185","14,426",82,"1,486,257,444","18,125,090.78","97,676,577","105,543,748.81",6,"98,254,679","109,877,986.93",5,"203,783,801","14,426",30,"6,000",200,200,200,15,200,200,"444,417,770:299,068,190:298,321,076:444,450,408",40.19
rLiaOli2,Liasis olivaceus,Liasis olivaceus,olive python,hap2,HiC,,,,"1,427,630,654",0.267,43,17.1,,,,Linelle Abueg,RU,,,,,,,55,"1,476,854,368","26,851,897.60","203,106,432","194,302,318.28",3,"203,106,432","201,001,727.34",3,"330,432,328","13,923",97,"1,476,845,968","15,225,216.16","79,939,207","81,341,691.94",6,"79,939,207","84,145,818.41",6,"165,102,290","13,923",42,"8,400",200,200,200,21,200,200,"442,093,058:296,264,449:296,414,776:442,073,685",40.13
rMacSuw1,Macrochelys suwanniensis,Macrochelys suwanniensis,Suwannee alligator snapping turtle,hap1,HiC,,,,"1,925,840,069",0.511,40,20.3,,,,Linelle Abueg,RU,,,,,,,543,"1,949,306,493","3,589,883","125,248,836.00","156,608,251",5,"125,248,836","158,516,527",5,"329,384,357","12,978",755,"1,949,264,093","2,581,807","28,400,779.00","40,076,409",17,"28,400,779","40,563,859",17,"118,820,932","12,978",212,"42,400",200,200,200,106,200,200,"548,043,800:426,860,125:426,634,726:547,725,442",43.79
rMacSuw1,Macrochelys suwanniensis,Macrochelys suwanniensis,Suwannee alligator snapping turtle,hap2,HiC,,,,"1,925,840,069",0.511,40,20.3,,,,Linelle Abueg,RU,,,,,,,174,"2,120,244,089","12,185,311","139,680,232.00","164,994,309",5,"139,680,232","181,649,667",5,"345,736,556","18,435",463,"2,120,186,289","4,579,236","43,882,550.00","58,404,280",14,"47,318,338","64,298,150",12,"169,553,568","18,435",289,"57,800",200,200,200,145,200,200,"587,453,667:472,470,563:472,624,046:587,638,013",44.58
rMalTer1,Malaclemys terrapin,Malaclemys terrapin,diamondback terrapin,hap1,HiC,,,,"2,167,608,020",0.233,35,24,,,,Linelle Abueg,RU,,,,,,,134,"2,211,594,726","16,504,438","142,651,300.00","164,625,758",5,"142,651,300","167,966,465",5,"340,673,169","10,936",217,"2,209,471,813","10,181,898","75,591,180.00","71,338,515",11,"75,591,180","72,716,302",11,"138,109,357","10,936",84,"2,122,913","25,273","382,546","339,316.33",3,"582,569",13,"613,674,521:491,144,042:491,166,235:613,487,015",44.46
rMalTer1,Malaclemys terrapin,Malaclemys terrapin,diamondback terrapin,hap2,HiC,,,,"2,167,608,020",0.233,35,24,,,,Linelle Abueg,RU,,,,,,,115,"2,213,076,255","19,244,141.35","134,405,852","152,166,560.09",6,"134,405,852","155,358,440.20",6,"355,506,956","14,894",186,"2,212,338,460","11,894,292.80","97,701,506","95,768,314.79",8,"97,701,506","97,744,575.63",8,"207,656,115","14,894",73,"737,795","10,107","126,126.00","110,909.53",3,"180,979",13,"614,550,234:491,904,369:491,781,751:614,102,106",44.46
sCarTau1,Carcharias taurus,Carcharias,sand tiger shark,hap1,HiC,,,,"4,308,612,482",0.425,45,50.4,,,,Linelle Abueg,RU,,,,,,,"1,768","4,818,105,674","2,725,172.89","149,215,395","137,970,429.16",12,"163,199,831","154,285,424.92",11,"296,863,221","14,035","3,353","4,808,648,809","1,434,133.26","6,910,477","10,356,719.73",180,"8,043,650","11,558,669.58",147,"63,322,607","14,035","1,585","9,456,865","5,966.48","54,465","629,791.59",33,"2,381,606",13,"1,313,919,167:1,088,607,092:1,087,024,040:1,319,098,510",45.24
sCarTau1,Carcharias taurus,Carcharias,sand tiger shark,hap2,HiC,,,,"4,308,612,482",0.425,45,50.4,,,,Linelle Abueg,RU,,,,,,,"1,233","4,481,311,152","3,634,477.82","147,306,798","134,033,361.96",12,"147,306,798","139,405,714.07",12,"274,132,503","11,831","2,705","4,465,749,474","1,650,924.02","7,473,854","10,365,132.43",156,"7,945,897","10,743,153.37",146,"42,452,337","11,831","1,472","15,561,678","10,571.79","103,929","1,410,801.96",19,"4,572,302",13,"1,224,551,605:1,008,260,499:1,007,590,008:1,225,347,362",45.14
mIaxIox2,Ia io,Ia io,great evening bat,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Ia_io/mIaxIox2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIaxIox2,Ia io,Ia io,great evening bat,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Ia_io/mIaxIox2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCarSow1,Carollia sowelli,Carollia sowelli,Sowell’s short-tailed bat,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Carollia_sowelli/mCarSow1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCarSow1,Carollia sowelli,Carollia sowelli,Sowell’s short-tailed bat,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Carollia_sowelli/mCarSow1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mMarFla1,Marmota flaviventris,Marmota flaviventris,yellow-bellied marmot,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Marmota_flaviventris/mMarFla1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mMarFla1,Marmota flaviventris,Marmota flaviventris,yellow-bellied marmot,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Marmota_flaviventris/mMarFla1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sPotMar1,Potamotrygon marinae,Potamotrygon marinae,golden dust stingray,hap1,HiC,,,,"4,696,155,286",0.3,34,56.7,,,,Linelle Abueg,RU,,,,,,,"1,237","4,857,762,300","3,927,051.17","139,904,493","138,161,865.75",12,"186,850,468","142,916,377.73",11,"308,488,963","14,058","2,055","4,857,598,700","2,363,794.99","12,646,770","18,539,644.46",95,"13,303,044","19,176,996.36",89,"68,450,950","14,058",818,"163,600",200,200,200,409,200,200,"1,418,798,492:1,011,955,390:1,009,710,018:1,417,134,800",41.62
sPotMar1,Potamotrygon marinae,Potamotrygon marinae,golden dust stingray,hap2,HiC,,,,"4,696,155,286",0.3,34,56.7,,,,Linelle Abueg,RU,,,,,,,968,"4,432,847,311","4,579,387.72","137,101,827","139,115,015.60",11,"124,476,405","131,314,998.18",12,"302,875,305","12,474","1,888","4,432,663,311","2,347,808.96","12,387,240","17,854,487.35",90,"11,324,808","16,852,707.41",102,"65,880,221","12,474",920,"184,000",200,200,200,460,200,200,"1,297,084,996:916,306,252:918,739,152:1,300,532,911",41.4
mMyoPil1,Myotis pilosatibialis,Myotis pilosatibialis,hairy-legged myotis,hap1,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Myotis_pilosatibialis/mMyoPil1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mMyoPil1,Myotis pilosatibialis,Myotis pilosatibialis,hairy-legged myotis,hap2,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Myotis_pilosatibialis/mMyoPil1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPanTec1,Pangshura tecta,Pangshura tecta,Indian roofed turtle,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Pangshura_tecta/rPanTec1/assembly_vgp_HiC_2.0/,,s3://genomeark/species/Pangshura_tecta/rPanTec1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPanTec1,Pangshura tecta,Pangshura tecta,Indian roofed turtle,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Pangshura_tecta/rPanTec1/assembly_vgp_HiC_2.0/,,s3://genomeark/species/Pangshura_tecta/rPanTec1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aEngPut4,Engystomops pustulosus,Engystomops pustulosus,tungara frog,mat,trio,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Engystomops_pustulosus/aEngPut4/assembly_vgp_trio_2.0/,,s3://genomeark/species/Engystomops_pustulosus/aEngPut4/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aEngPut4,Engystomops pustulosus,Engystomops pustulosus,tungara frog,pat,trio,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Engystomops_pustulosus/aEngPut4/assembly_vgp_trio_2.0/,,s3://genomeark/species/Engystomops_pustulosus/aEngPut4/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRhyPet1,Rhynchocyon petersi,Rhynchocyon petersi,black and rufous elephant shrew,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Rhynchocyon_petersi/mRhyPet1/assembly_vgp_HiC_2.0/,,s3://genomeark/species/Rhynchocyon_petersi/mRhyPet1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRhyPet1,Rhynchocyon petersi,Rhynchocyon petersi,black and rufous elephant shrew,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Rhynchocyon_petersi/mRhyPet1/assembly_vgp_HiC_2.0/,,s3://genomeark/species/Rhynchocyon_petersi/mRhyPet1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mUroPar1,Urocitellus parryii,Urocitellus parryii,Arctic ground squirrel,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Urocitellus_parryii/mUroPar1/assembly_vgp_HiC_2.0/,,s3://genomeark/species/Urocitellus_parryii/mUroPar1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mUroPar1,Urocitellus parryii,Urocitellus parryii,Arctic ground squirrel,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Urocitellus_parryii/mUroPar1/assembly_vgp_HiC_2.0/,,s3://genomeark/species/Urocitellus_parryii/mUroPar1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPteMes1,Pteronotus mesoamericanus,Pteronotus mesoamericanus,Mesoamerican mustached bat,,,,,,,,,,,,,Linelle Abueg,RU,,,,,Assemblies not on GenomeArk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPteMes1,Pteronotus mesoamericanus,Pteronotus mesoamericanus,Mesoamerican mustached bat,,,,,,,,,,,,,Linelle Abueg,RU,,,,,Assemblies not on GenomeArk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCalLat2,Callospermophilus lateralis,Callospermophilus lateralis,golden-mantled ground squirrel,hap1,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Callospermophilus_lateralis/mCalLat2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCalLat2,Callospermophilus lateralis,Callospermophilus lateralis,golden-mantled ground squirrel,hap2,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Callospermophilus_lateralis/mCalLat2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fHypTra1,Hypomesus transpacificus,Hypomesus transpacificus,delta smelt,pri,standard,,,,,,,,,,N,Linelle Abueg,RU,Y,s3://genomeark/species/Hypomesus_transpacificus/fHypTra1/assembly_vgp_standard_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fHypTra1,Hypomesus transpacificus,Hypomesus transpacificus,delta smelt,alt,standard,,,,,,,,,,N,Linelle Abueg,RU,Y,s3://genomeark/species/Hypomesus_transpacificus/fHypTra1/assembly_vgp_standard_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sPriJap1,Pristiophorus japonicus,Pristiophorus japonicus,Japanese sawshark,hap1,HiC,,,,,,,,M,,N,Linelle Abueg,RU,,s3://genomeark/species/Pristiophorus_japonicus/sPriJap1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sPriJap1,Pristiophorus japonicus,Pristiophorus japonicus,Japanese sawshark,hap2,HiC,,,,,,,,M,,N,Linelle Abueg,RU,,s3://genomeark/species/Pristiophorus_japonicus/sPriJap1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fThaBif1,Thalassoma bifasciatum,Thalassoma bifasciatum,bluehead wrasse,hap1,HiC,,,,,,,,M,,N,Linelle Abueg,RU,,s3://genomeark/species/Thalassoma_bifasciatum/fThaBif1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fThaBif1,Thalassoma bifasciatum,Thalassoma bifasciatum,bluehead wrasse,hap2,HiC,,,,,,,,M,,N,Linelle Abueg,RU,,s3://genomeark/species/Thalassoma_bifasciatum/fThaBif1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerGos1,Peromyscus gossypinus,Peromyscus gossypinus,cotton mouse,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Peromyscus_gossypinus/mPerGos1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPerGos1,Peromyscus gossypinus,Peromyscus gossypinus,cotton mouse,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Peromyscus_gossypinus/mPerGos1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCepZeb1,Cephalophus zebra,Cephalophus zebra,zebra duiker,hap1,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Cephalophus_zebra/mCepZeb1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCepZeb1,Cephalophus zebra,Cephalophus zebra,zebra duiker,hap2,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Cephalophus_zebra/mCepZeb1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPepEle1,Peponocephala electra,Peponocephala electra,melon-headed whale,hap1,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Peponocephala_electra/mPepEle1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mPepEle1,Peponocephala electra,Peponocephala electra,melon-headed whale,hap2,HiC,,,,,,,,,,N,Linelle Abueg,RU,,s3://genomeark/species/Peponocephala_electra/mPepEle1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fProLin1,Prochilodus lineatus,Prochilodus lineatus,streaked prochilod,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Prochilodus_lineatus/fProLin1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fProLin1,Prochilodus lineatus,Prochilodus lineatus,streaked prochilod,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Prochilodus_lineatus/fProLin1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mBabCel1,Babyrousa celebensis,Babyrousa celebensis,babirusa,hap1,HiC,,,,,,,,,,Y,Linelle Abueg,VGP,,s3://genomeark/species/Babyrousa_celebensis/mBabCel1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mBabCel1,Babyrousa celebensis,Babyrousa celebensis,babirusa,hap2,HiC,,,,,,,,,,Y,Linelle Abueg,VGP,,s3://genomeark/species/Babyrousa_celebensis/mBabCel1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bLonStr1,Lonchura striata,Lonchura striata,Bengalese finch,mat,trio,,,,,,,,M,,N,Linelle Abueg,RU,,s3://genomeark/species/Lonchura_striata/bLonStr1/assembly_vgp_trio_2.0/,,s3://genomeark/species/Lonchura_striata/bLonStr1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bLonStr1,Lonchura striata,Lonchura striata,Bengalese finch,pat,trio,,,,,,,,M,,N,Linelle Abueg,RU,,s3://genomeark/species/Lonchura_striata/bLonStr1/assembly_vgp_trio_2.0/,,s3://genomeark/species/Lonchura_striata/bLonStr1/assembly_curated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mSaiBol1,Saimiri boliviensis,Saimiri boliviensis,Bolivian squirrel monkey,pri,standard,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Saimiri_boliviensis/mSaiBol1/assembly_vgp_standard_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mSaiBol1,Saimiri boliviensis,Saimiri boliviensis,Bolivian squirrel monkey,alt,standard,,,,,,,,,,Y,Linelle Abueg,RU,,s3://genomeark/species/Saimiri_boliviensis/mSaiBol1/assembly_vgp_standard_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mEquGre1,Equus grevyi,,Grévy's zebra,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mEquGre1,Equus grevyi,,Grévy's zebra,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mNeoFlo1,Notoma floridana,Notoma floridana,Eastern woodrat,hap1,HiC,,,,"3,005,043,472",0.257,26.9,,,,,Samuel Talbot,RU,,,,,,,"1,423","3,215,626,177","2,259,751.35","95,007,747","97,650,125.72",12,"103,991,750","104,493,097.48",11,"180,930,968","2,364","1,538","3,215,603,177","2,090,769.30","29,998,480","33,921,912.95",32,"33,995,536","36,298,779.73",28,"88,131,598","2,364",115,"23,000",200,200,200,58,200,200,"951,444,601:656,462,371:656,559,749:951,136,456",40.83
mNeoFlo1,Notoma floridana,Notoma floridana,Eastern woodrat,hap2,HiC,,,,"3,005,043,472",0.257,26.9,,,,,Samuel Talbot,RU,,,,,,,987,"2,837,289,918","2,874,660.50","91,438,901","97,342,433.64",11,"90,059,113","91,908,389.39",12,"180,704,101","3,845","1,107","2,837,265,918","2,563,022.51","30,010,264","33,055,868.37",30,"28,122,058","31,210,293.49",33,"103,432,650","3,845",120,"24,000",200,200,200,60,200,200,"836,360,681:582,242,123:582,669,529:835,993,585",41.06
rDibSmi1,Dibamus smithi,Dibamus cf. smithi,Smith's blind skink,hap1,HiC,,,,1930852004,0.654,19.9,,,,,Samuel Talbot,RU,,,,,,,748,"2,123,293,161.00","2,838,627.22","146,477,611.00","168,000,586.87",5.00,"189,172,631","184,744,608.29",4,"298,192,892","6,858",952,"2,123,252,361","2,230,307.10","22,174,824","25,334,695.64",29,"27,674,252","27,859,179.38",25,"69,291,619","6,858",204,"40,800",200,200,200,102,200,200,"575,140,113:486,641,938:486,742,349:574,727,961",45.84
rDibSmi1,Dibamus smithi,Dibamus cf. smithi,Smith's blind skink,hap2,HiC,,,,1930852004,0.654,19.9,,,,,Samuel Talbot,RU,,,,,,,363,"1,982,265,748","5,460,787.18","134,100,701","143,891,843.44",6,"134,100,701","147,723,322.18",6,"284,598,046","9,686",552,"1,982,227,948","3,590,992.66","24,149,708","28,182,262.98",25,"24,455,693","28,932,134.21",24,"102,061,218","9,686",189,"37,800",200,200,200,95,200,200,"536,541,022:454,062,146:454,355,406:537,269,374",45.83
fPemSco2,Pempheris schomburgkii,Pempheris schomburgkii,Copper sweeper,hap1,HiC,,,,588757020,0.733,42.1,,,,,Samuel Talbot,RU,,,,,,,585,"689,633,628","1,178,860.90","25,620,568","23,868,249.39",12,"27,292,337","27,935,282.15",10,"48,076,262","9,881",804,"689,589,828","857,698.79","6,532,619","7,125,264.07",33,"7,955,908","8,338,844.50",26,"21,581,658","9,881",219,"43,800",200,200,200,110,200,200,"198,210,002:146,494,589:146,447,870:198,437,367",42.48
fPemSco2,Pempheris schomburgkii,Pempheris schomburgkii,Copper sweeper,hap2,HiC,,,,588757020,0.733,42.1,,,,,Samuel Talbot,RU,,,,,,,567,"786,653,088","1,387,395.22","26,018,510","21,215,533.67",14,"27,275,046","28,323,784.23",11,"31,005,846","8,622",819,"786,602,688","960,442.84","6,121,453","6,639,995.58",39,"8,234,838","8,864,153.76",26,"21,732,896","8,622",252,"50,400",200,200,200,126,200,200,"226,020,332:167,610,304:167,081,403:225,890,649",42.55
mCasCan1,Castor canadensis,Castor canadensis,North American beaver,hap1,HiC,,,,2758836052,0.415,34.1,,,,,Samuel Talbot,RU,,,,,,,"1,541","2,861,685,502","1,857,031.47","149,999,513","141,260,958.25",8,"149,999,513","146,527,168.92",8,"206,167,155","11,452","1,626","2,861,668,502","1,759,943.73","59,379,167","63,899,171.72",16,"65,208,900","66,280,940.07",15,"165,525,121","11,452",85,"17,00",200,200,200,43,200,200,"861,421,291:568,858,667:569,667,806:861,720,738",39.79
mCasCan1,Castor canadensis,Castor canadensis,North American beaver,hap2,HiC,,,,2758836052,0.415,34.1,,,,,Samuel Talbot,RU,,,,,,,583,"2,786,709,789","4,779,948.18","141,006,598","135,209,513.04",8,"141,006,598","136,575,594.37",8,"205,849,273","15,885",696,"2,786,687,189","4,003,860.90","50,164,332","51,403,410.57",19,"50,164,332","51,922,340.80",19,"109,251,650","15,885",113,"22,600",200,200,200,57,200,200,"842,239,578:550,872,183:552,140,154:841,435,274",39.58
